year,perwt,countyfip,edu-three-cat,county
2017,240,06037,High school or less,Los Angeles
2017,91,06071,Bachelor's degree,San Bernardino
2017,55,06001,Bachelor's degree,Alameda
2017,53,06001,Bachelor's degree,Alameda
2017,90,06013,,Contra Costa
2017,44,06099,High school or less,Stanislaus
2017,47,06037,Bachelor's degree,Los Angeles
2017,68,06073,High school or less,San Diego
2017,71,06073,High school or less,San Diego
2017,47,06013,Advanced degree,Contra Costa
2017,85,06037,Bachelor's degree,Los Angeles
2017,65,06085,,Santa Clara
2017,144,06037,Advanced degree,Los Angeles
2017,69,06085,Advanced degree,Santa Clara
2017,90,06085,Advanced degree,Santa Clara
2017,89,06085,Advanced degree,Santa Clara
2017,86,06085,Bachelor's degree,Santa Clara
2017,82,06085,Bachelor's degree,Santa Clara
2017,260,06029,High school or less,Kern
2017,51,06071,Bachelor's degree,San Bernardino
2017,87,06075,Bachelor's degree,San Francisco
2017,60,06073,High school or less,San Diego
2017,104,06067,Bachelor's degree,Sacramento
2017,95,06067,High school or less,Sacramento
2017,51,06037,High school or less,Los Angeles
2017,191,06037,,Los Angeles
2017,154,06037,,Los Angeles
2017,81,06071,High school or less,San Bernardino
2017,81,06071,,San Bernardino
2017,130,06059,Bachelor's degree,Orange
2017,113,06085,Advanced degree,Santa Clara
2017,126,06085,Advanced degree,Santa Clara
2017,63,06037,Advanced degree,Los Angeles
2017,248,06067,High school or less,Sacramento
2017,211,06067,High school or less,Sacramento
2017,184,06077,High school or less,San Joaquin
2017,108,06013,Advanced degree,Contra Costa
2017,82,06037,Bachelor's degree,Los Angeles
2017,112,06111,High school or less,Ventura
2017,137,06111,High school or less,Ventura
2017,129,06111,High school or less,Ventura
2017,130,06111,High school or less,Ventura
2017,191,06001,Advanced degree,Alameda
2017,93,06085,Bachelor's degree,Santa Clara
2017,80,06085,Bachelor's degree,Santa Clara
2017,167,06001,High school or less,Alameda
2017,72,06085,Bachelor's degree,Santa Clara
2017,69,06085,Bachelor's degree,Santa Clara
2017,62,06055,Bachelor's degree,Napa
2017,102,06017,,El Dorado
2017,93,06085,Bachelor's degree,Santa Clara
2017,58,06059,High school or less,Orange
2017,77,06065,High school or less,Riverside
2017,43,06059,Advanced degree,Orange
2017,65,06059,Advanced degree,Orange
2017,61,06059,Advanced degree,Orange
2017,58,06085,Advanced degree,Santa Clara
2017,52,06085,Bachelor's degree,Santa Clara
2017,52,06085,High school or less,Santa Clara
2017,433,06075,Bachelor's degree,San Francisco
2017,69,06065,Advanced degree,Riverside
2017,85,06065,Advanced degree,Riverside
2017,358,06085,Advanced degree,Santa Clara
2017,399,06085,Advanced degree,Santa Clara
2017,164,06037,High school or less,Los Angeles
2017,210,06037,High school or less,Los Angeles
2017,164,06013,,Contra Costa
2017,261,06013,,Contra Costa
2017,365,06013,Bachelor's degree,Contra Costa
2017,85,06075,Bachelor's degree,San Francisco
2017,44,06037,Bachelor's degree,Los Angeles
2017,181,06001,High school or less,Alameda
2017,156,06073,Advanced degree,San Diego
2017,108,06073,Bachelor's degree,San Diego
2017,50,06037,High school or less,Los Angeles
2017,78,06037,,Los Angeles
2017,102,06085,Advanced degree,Santa Clara
2017,141,06085,Advanced degree,Santa Clara
2017,44,06085,Advanced degree,Santa Clara
2017,56,06085,,Santa Clara
2017,99,06073,,San Diego
2017,115,06085,,Santa Clara
2017,121,06085,Bachelor's degree,Santa Clara
2017,133,06037,High school or less,Los Angeles
2017,196,06037,High school or less,Los Angeles
2017,185,06073,High school or less,San Diego
2017,301,06073,High school or less,San Diego
2017,232,06067,High school or less,Sacramento
2017,230,06073,Bachelor's degree,San Diego
2017,266,06073,High school or less,San Diego
2017,74,06037,,Los Angeles
2017,178,06089,Bachelor's degree,Shasta
2017,186,06089,,Shasta
2017,76,06037,Advanced degree,Los Angeles
2017,106,06087,Advanced degree,Santa Cruz
2017,54,06107,Bachelor's degree,Tulare
2017,53,06107,Advanced degree,Tulare
2017,286,06037,High school or less,Los Angeles
2017,37,06037,Bachelor's degree,Los Angeles
2017,175,06037,Advanced degree,Los Angeles
2017,108,06037,Advanced degree,Los Angeles
2017,61,06085,,Santa Clara
2017,84,06037,Advanced degree,Los Angeles
2017,52,06037,,Los Angeles
2017,115,06085,Bachelor's degree,Santa Clara
2017,72,06085,Bachelor's degree,Santa Clara
2017,57,06073,High school or less,San Diego
2017,89,06081,Advanced degree,San Mateo
2017,101,06085,High school or less,Santa Clara
2017,94,06085,High school or less,Santa Clara
2017,261,06037,Bachelor's degree,Los Angeles
2017,74,06059,High school or less,Orange
2017,170,06037,,Los Angeles
2017,169,06037,Bachelor's degree,Los Angeles
2017,93,06001,Advanced degree,Alameda
2017,82,06001,Bachelor's degree,Alameda
2017,155,06001,High school or less,Alameda
2017,145,06001,High school or less,Alameda
2017,161,06001,Bachelor's degree,Alameda
2017,143,06001,Advanced degree,Alameda
2017,287,06081,,San Mateo
2017,286,06081,High school or less,San Mateo
2017,286,06081,,San Mateo
2017,72,06085,Advanced degree,Santa Clara
2017,53,06041,Bachelor's degree,Marin
2017,67,06041,Advanced degree,Marin
2017,102,06037,Advanced degree,Los Angeles
2017,113,06071,High school or less,San Bernardino
2017,157,06059,Bachelor's degree,Orange
2017,103,06029,Bachelor's degree,Kern
2017,146,06029,,Kern
2017,72,06085,Advanced degree,Santa Clara
2017,78,06085,,Santa Clara
2017,152,06037,,Los Angeles
2017,148,06037,High school or less,Los Angeles
2017,125,06075,Bachelor's degree,San Francisco
2017,107,06001,Advanced degree,Alameda
2017,205,06071,Advanced degree,San Bernardino
2017,93,06065,High school or less,Riverside
2017,59,06067,,Sacramento
2017,50,06037,Advanced degree,Los Angeles
2017,83,06071,High school or less,San Bernardino
2017,175,06083,High school or less,Santa Barbara
2017,72,06099,High school or less,Stanislaus
2017,112,06037,High school or less,Los Angeles
2017,74,06037,High school or less,Los Angeles
2017,52,06071,Bachelor's degree,San Bernardino
2017,53,06071,Advanced degree,San Bernardino
2017,188,06087,High school or less,Santa Cruz
2017,173,06083,,Santa Barbara
2017,291,06037,Advanced degree,Los Angeles
2017,70,06085,Advanced degree,Santa Clara
2017,78,06085,Advanced degree,Santa Clara
2017,68,06037,Advanced degree,Los Angeles
2017,300,06073,Advanced degree,San Diego
2017,257,06073,,San Diego
2017,85,06059,,Orange
2017,70,06059,,Orange
2017,56,06075,Bachelor's degree,San Francisco
2017,97,06025,High school or less,Imperial
2017,146,06037,High school or less,Los Angeles
2017,33,06000,High school or less,
2017,185,06037,Advanced degree,Los Angeles
2017,79,06085,Advanced degree,Santa Clara
2017,51,06085,Advanced degree,Santa Clara
2017,31,06037,Advanced degree,Los Angeles
2017,64,06037,Bachelor's degree,Los Angeles
2017,122,06085,Advanced degree,Santa Clara
2017,194,06065,High school or less,Riverside
2017,341,06097,,Sonoma
2017,91,06067,Bachelor's degree,Sacramento
2017,95,06067,High school or less,Sacramento
2017,140,06037,,Los Angeles
2017,153,06037,,Los Angeles
2017,67,06037,Advanced degree,Los Angeles
2017,66,06037,Bachelor's degree,Los Angeles
2017,65,06037,Bachelor's degree,Los Angeles
2017,27,06059,Bachelor's degree,Orange
2017,48,06059,Bachelor's degree,Orange
2017,119,06065,Bachelor's degree,Riverside
2017,77,06059,Advanced degree,Orange
2017,71,06037,High school or less,Los Angeles
2017,107,06059,Bachelor's degree,Orange
2017,64,06073,Advanced degree,San Diego
2017,91,06083,High school or less,Santa Barbara
2017,217,06087,Bachelor's degree,Santa Cruz
2017,1178,06059,Advanced degree,Orange
2017,1128,06059,Bachelor's degree,Orange
2017,242,06073,Advanced degree,San Diego
2017,77,06000,,
2017,265,06059,High school or less,Orange
2017,68,06089,High school or less,Shasta
2017,76,06089,High school or less,Shasta
2017,77,06037,High school or less,Los Angeles
2017,100,06037,Advanced degree,Los Angeles
2017,70,06029,High school or less,Kern
2017,60,06013,Bachelor's degree,Contra Costa
2017,47,06037,,Los Angeles
2017,106,06075,Bachelor's degree,San Francisco
2017,156,06075,Bachelor's degree,San Francisco
2017,63,06037,Advanced degree,Los Angeles
2017,110,06055,High school or less,Napa
2017,113,06055,High school or less,Napa
2017,76,06037,Bachelor's degree,Los Angeles
2017,69,06075,High school or less,San Francisco
2017,66,06001,Bachelor's degree,Alameda
2017,82,06037,,Los Angeles
2017,60,06037,Advanced degree,Los Angeles
2017,80,06001,High school or less,Alameda
2017,235,06085,Advanced degree,Santa Clara
2017,328,06085,Advanced degree,Santa Clara
2017,122,06037,Advanced degree,Los Angeles
2017,90,06037,,Los Angeles
2017,116,06001,High school or less,Alameda
2017,81,06037,High school or less,Los Angeles
2017,79,06081,Advanced degree,San Mateo
2017,81,06081,Advanced degree,San Mateo
2017,95,06075,,San Francisco
2017,113,06073,Bachelor's degree,San Diego
2017,107,06073,Bachelor's degree,San Diego
2017,49,06085,,Santa Clara
2017,61,06073,Advanced degree,San Diego
2017,55,06075,Bachelor's degree,San Francisco
2017,71,06075,Bachelor's degree,San Francisco
2017,254,06081,Bachelor's degree,San Mateo
2017,56,06071,Bachelor's degree,San Bernardino
2017,355,06001,Advanced degree,Alameda
2017,338,06001,Bachelor's degree,Alameda
2017,44,06059,Bachelor's degree,Orange
2017,42,06059,,Orange
2017,52,06095,,Solano
2017,47,06000,High school or less,
2017,81,06071,High school or less,San Bernardino
2017,91,06073,High school or less,San Diego
2017,72,06073,,San Diego
2017,38,06059,High school or less,Orange
2017,93,06075,,San Francisco
2017,88,06037,,Los Angeles
2017,133,06037,High school or less,Los Angeles
2017,118,06037,Advanced degree,Los Angeles
2017,183,06037,Advanced degree,Los Angeles
2017,81,06037,High school or less,Los Angeles
2017,79,06037,High school or less,Los Angeles
2017,79,06037,High school or less,Los Angeles
2017,78,06037,High school or less,Los Angeles
2017,102,06081,Advanced degree,San Mateo
2017,72,06081,Advanced degree,San Mateo
2017,64,06075,Bachelor's degree,San Francisco
2017,134,06037,High school or less,Los Angeles
2017,151,06085,Bachelor's degree,Santa Clara
2017,179,06059,Bachelor's degree,Orange
2017,196,06059,Bachelor's degree,Orange
2017,197,06073,Bachelor's degree,San Diego
2017,134,06025,High school or less,Imperial
2017,69,06037,Bachelor's degree,Los Angeles
2017,105,06085,Bachelor's degree,Santa Clara
2017,94,06085,Bachelor's degree,Santa Clara
2017,67,06067,Bachelor's degree,Sacramento
2017,133,06073,,San Diego
2017,125,06073,Bachelor's degree,San Diego
2017,86,06085,Advanced degree,Santa Clara
2017,83,06085,Bachelor's degree,Santa Clara
2017,44,06037,,Los Angeles
2017,42,06029,,Kern
2017,177,06071,High school or less,San Bernardino
2017,49,06037,High school or less,Los Angeles
2017,124,06085,High school or less,Santa Clara
2017,86,06073,Advanced degree,San Diego
2017,87,06037,High school or less,Los Angeles
2017,85,06037,Bachelor's degree,Los Angeles
2017,96,06037,,Los Angeles
2017,103,06037,High school or less,Los Angeles
2017,66,06075,Advanced degree,San Francisco
2017,64,06075,Advanced degree,San Francisco
2017,90,06075,Advanced degree,San Francisco
2017,233,06083,High school or less,Santa Barbara
2017,112,06083,,Santa Barbara
2017,47,06081,Advanced degree,San Mateo
2017,186,06037,Bachelor's degree,Los Angeles
2017,177,06037,Bachelor's degree,Los Angeles
2017,54,06087,Bachelor's degree,Santa Cruz
2017,57,06037,Advanced degree,Los Angeles
2017,67,06059,High school or less,Orange
2017,48,06073,,San Diego
2017,52,06037,Advanced degree,Los Angeles
2017,85,06037,Advanced degree,Los Angeles
2017,95,06073,Advanced degree,San Diego
2017,81,06037,High school or less,Los Angeles
2017,121,06001,Bachelor's degree,Alameda
2017,58,06013,Bachelor's degree,Contra Costa
2017,68,06013,Advanced degree,Contra Costa
2017,254,06037,High school or less,Los Angeles
2017,254,06037,High school or less,Los Angeles
2017,263,06037,High school or less,Los Angeles
2017,62,06001,Advanced degree,Alameda
2017,103,06073,Advanced degree,San Diego
2017,191,06037,High school or less,Los Angeles
2017,166,06037,Advanced degree,Los Angeles
2017,495,06059,High school or less,Orange
2017,65,06085,Advanced degree,Santa Clara
2017,169,06081,Bachelor's degree,San Mateo
2017,95,06073,,San Diego
2017,185,06059,Advanced degree,Orange
2017,166,06059,Bachelor's degree,Orange
2017,79,06085,Advanced degree,Santa Clara
2017,49,06085,,Santa Clara
2017,126,06067,High school or less,Sacramento
2017,69,06037,Bachelor's degree,Los Angeles
2017,277,06059,Bachelor's degree,Orange
2017,109,06081,Bachelor's degree,San Mateo
2017,120,06037,High school or less,Los Angeles
2017,110,06083,Bachelor's degree,Santa Barbara
2017,4,06037,Bachelor's degree,Los Angeles
2017,30,06037,High school or less,Los Angeles
2017,18,06037,Advanced degree,Los Angeles
2017,113,06001,Advanced degree,Alameda
2017,192,06037,High school or less,Los Angeles
2017,52,06037,Bachelor's degree,Los Angeles
2017,34,06059,High school or less,Orange
2017,154,06001,Advanced degree,Alameda
2017,110,06083,Advanced degree,Santa Barbara
2017,45,06099,High school or less,Stanislaus
2017,23,06071,High school or less,San Bernardino
2017,56,06037,Bachelor's degree,Los Angeles
2017,13,06085,,Santa Clara
2017,11,06037,High school or less,Los Angeles
2017,11,06085,,Santa Clara
2017,58,06029,High school or less,Kern
2017,154,06077,High school or less,San Joaquin
2017,21,06037,High school or less,Los Angeles
2017,10,06025,High school or less,Imperial
2017,8,06001,Advanced degree,Alameda
2017,18,06037,High school or less,Los Angeles
2017,7,06087,Advanced degree,Santa Cruz
2017,9,06037,,Los Angeles
2017,47,06001,Bachelor's degree,Alameda
2017,41,06065,High school or less,Riverside
2017,47,06071,Advanced degree,San Bernardino
2017,7,06113,High school or less,Yolo
2017,136,06001,Bachelor's degree,Alameda
2017,11,06037,Advanced degree,Los Angeles
2017,10,06085,High school or less,Santa Clara
2017,35,06071,High school or less,San Bernardino
2017,14,06037,,Los Angeles
2017,80,06087,Advanced degree,Santa Cruz
2017,133,06085,High school or less,Santa Clara
2017,43,06037,Bachelor's degree,Los Angeles
2017,64,06077,High school or less,San Joaquin
2017,46,06071,High school or less,San Bernardino
2017,159,06097,High school or less,Sonoma
2017,145,06113,High school or less,Yolo
2017,29,06001,Advanced degree,Alameda
2017,7,06037,High school or less,Los Angeles
2017,4,06037,Advanced degree,Los Angeles
2017,25,06085,,Santa Clara
2017,8,06037,Bachelor's degree,Los Angeles
2017,80,06001,Bachelor's degree,Alameda
2017,99,06037,High school or less,Los Angeles
2017,72,06087,Advanced degree,Santa Cruz
2017,25,06087,,Santa Cruz
2017,19,06037,Bachelor's degree,Los Angeles
2017,78,06001,Bachelor's degree,Alameda
2017,112,06037,High school or less,Los Angeles
2017,68,06037,High school or less,Los Angeles
2017,171,06037,High school or less,Los Angeles
2017,144,06067,High school or less,Sacramento
2017,62,06037,High school or less,Los Angeles
2017,17,06000,,
2017,239,06095,High school or less,Solano
2017,27,06037,High school or less,Los Angeles
2017,11,06085,High school or less,Santa Clara
2017,80,06001,Bachelor's degree,Alameda
2017,172,06085,High school or less,Santa Clara
2017,24,06087,,Santa Cruz
2017,89,06083,Advanced degree,Santa Barbara
2017,15,06000,High school or less,
2017,174,06037,High school or less,Los Angeles
2017,109,06083,Advanced degree,Santa Barbara
2017,21,06085,High school or less,Santa Clara
2017,16,06047,High school or less,Merced
2017,52,06025,High school or less,Imperial
2017,59,06071,High school or less,San Bernardino
2017,34,06059,High school or less,Orange
2017,29,06087,,Santa Cruz
2017,37,06085,Advanced degree,Santa Clara
2017,9,06037,Bachelor's degree,Los Angeles
2017,18,06075,Bachelor's degree,San Francisco
2017,14,06077,High school or less,San Joaquin
2017,14,06073,High school or less,San Diego
2017,60,06000,Advanced degree,
2017,21,06037,Bachelor's degree,Los Angeles
2017,29,06037,Bachelor's degree,Los Angeles
2017,119,06001,Bachelor's degree,Alameda
2017,9,06087,,Santa Cruz
2017,55,06037,,Los Angeles
2017,78,06037,Bachelor's degree,Los Angeles
2017,85,06065,Bachelor's degree,Riverside
2017,74,06037,,Los Angeles
2017,79,06001,Advanced degree,Alameda
2017,14,06085,,Santa Clara
2017,7,06037,High school or less,Los Angeles
2017,16,06085,High school or less,Santa Clara
2017,21,06077,High school or less,San Joaquin
2017,8,06085,High school or less,Santa Clara
2017,78,06037,High school or less,Los Angeles
2017,7,06001,Advanced degree,Alameda
2017,68,06085,Advanced degree,Santa Clara
2017,130,06077,High school or less,San Joaquin
2017,44,06037,,Los Angeles
2017,24,06055,Advanced degree,Napa
2017,117,06001,Bachelor's degree,Alameda
2017,31,06081,High school or less,San Mateo
2017,54,06075,Advanced degree,San Francisco
2017,113,06077,High school or less,San Joaquin
2017,11,06025,High school or less,Imperial
2017,7,06087,Advanced degree,Santa Cruz
2017,27,06037,Advanced degree,Los Angeles
2017,19,06085,,Santa Clara
2017,113,06037,High school or less,Los Angeles
2017,11,06037,,Los Angeles
2017,85,06085,Bachelor's degree,Santa Clara
2017,6,06077,High school or less,San Joaquin
2017,5,06000,High school or less,
2017,22,06085,High school or less,Santa Clara
2017,95,06065,Bachelor's degree,Riverside
2017,15,06085,High school or less,Santa Clara
2017,47,06077,High school or less,San Joaquin
2017,40,06085,,Santa Clara
2017,27,06037,High school or less,Los Angeles
2017,62,06037,,Los Angeles
2017,39,06071,High school or less,San Bernardino
2017,14,06077,High school or less,San Joaquin
2017,92,06001,Bachelor's degree,Alameda
2017,160,06085,High school or less,Santa Clara
2017,120,06001,Bachelor's degree,Alameda
2017,19,06085,High school or less,Santa Clara
2017,14,06083,Advanced degree,Santa Barbara
2017,71,06037,High school or less,Los Angeles
2017,12,06047,,Merced
2017,61,06085,High school or less,Santa Clara
2017,54,06065,Bachelor's degree,Riverside
2017,6,06000,High school or less,
2017,10,06025,High school or less,Imperial
2017,15,06073,High school or less,San Diego
2017,72,06001,Advanced degree,Alameda
2017,6,06001,Advanced degree,Alameda
2017,14,06037,High school or less,Los Angeles
2017,11,06000,High school or less,
2017,112,06083,Advanced degree,Santa Barbara
2017,156,06077,High school or less,San Joaquin
2017,121,06087,,Santa Cruz
2018,8,06059,Bachelor's degree,Orange
2018,68,06000,High school or less,
2018,3,06037,Bachelor's degree,Los Angeles
2018,7,06037,Bachelor's degree,Los Angeles
2018,50,06071,Advanced degree,San Bernardino
2018,122,06059,,Orange
2018,22,06037,Bachelor's degree,Los Angeles
2018,19,06085,High school or less,Santa Clara
2018,129,06087,,Santa Cruz
2018,211,06077,High school or less,San Joaquin
2018,11,06000,High school or less,
2018,6,06037,Bachelor's degree,Los Angeles
2018,19,06037,,Los Angeles
2018,3,06077,High school or less,San Joaquin
2018,53,06059,,Orange
2018,56,06077,High school or less,San Joaquin
2018,46,06087,Advanced degree,Santa Cruz
2018,64,06071,,San Bernardino
2018,9,06037,,Los Angeles
2018,9,06087,,Santa Cruz
2018,5,06037,Bachelor's degree,Los Angeles
2018,10,06037,Bachelor's degree,Los Angeles
2018,42,06085,High school or less,Santa Clara
2018,23,06037,Bachelor's degree,Los Angeles
2018,91,06007,Bachelor's degree,Butte
2018,3,06037,,Los Angeles
2018,62,06001,High school or less,Alameda
2018,24,06013,High school or less,Contra Costa
2018,268,06019,High school or less,Fresno
2018,22,06059,,Orange
2018,7,06073,,San Diego
2018,82,06085,Bachelor's degree,Santa Clara
2018,9,06013,High school or less,Contra Costa
2018,30,06081,Bachelor's degree,San Mateo
2018,192,06037,High school or less,Los Angeles
2018,56,06085,Advanced degree,Santa Clara
2018,75,06077,High school or less,San Joaquin
2018,12,06097,Advanced degree,Sonoma
2018,20,06037,High school or less,Los Angeles
2018,9,06025,,Imperial
2018,9,06025,,Imperial
2018,139,06085,Advanced degree,Santa Clara
2018,97,06065,Advanced degree,Riverside
2018,8,06059,Bachelor's degree,Orange
2018,83,06085,High school or less,Santa Clara
2018,27,06037,Bachelor's degree,Los Angeles
2018,20,06107,High school or less,Tulare
2018,61,06041,High school or less,Marin
2018,22,06071,High school or less,San Bernardino
2018,3,06037,Bachelor's degree,Los Angeles
2018,85,06029,High school or less,Kern
2018,6,06013,High school or less,Contra Costa
2018,9,06085,Bachelor's degree,Santa Clara
2018,113,06073,,San Diego
2018,61,06087,High school or less,Santa Cruz
2018,13,06031,,Kings
2018,72,06073,,San Diego
2018,79,06037,High school or less,Los Angeles
2018,63,06037,,Los Angeles
2018,68,06085,Advanced degree,Santa Clara
2018,14,06097,High school or less,Sonoma
2018,25,06037,,Los Angeles
2018,22,06037,Advanced degree,Los Angeles
2018,88,06037,Bachelor's degree,Los Angeles
2018,5,06037,Advanced degree,Los Angeles
2018,24,06037,Advanced degree,Los Angeles
2018,9,06037,Bachelor's degree,Los Angeles
2018,34,06059,,Orange
2018,56,06085,High school or less,Santa Clara
2018,23,06085,High school or less,Santa Clara
2018,105,06073,,San Diego
2018,49,06097,Advanced degree,Sonoma
2018,74,06025,,Imperial
2018,17,06081,Bachelor's degree,San Mateo
2018,82,06037,Bachelor's degree,Los Angeles
2018,14,06037,Bachelor's degree,Los Angeles
2018,5,06029,High school or less,Kern
2018,6,06037,Bachelor's degree,Los Angeles
2018,15,06037,Bachelor's degree,Los Angeles
2018,7,06073,High school or less,San Diego
2018,73,06077,High school or less,San Joaquin
2018,18,06037,Bachelor's degree,Los Angeles
2018,15,06097,High school or less,Sonoma
2018,34,06087,,Santa Cruz
2018,15,06099,Bachelor's degree,Stanislaus
2018,43,06037,Bachelor's degree,Los Angeles
2018,6,06037,Bachelor's degree,Los Angeles
2018,18,06037,,Los Angeles
2018,3,06013,High school or less,Contra Costa
2018,64,06077,High school or less,San Joaquin
2018,11,06059,High school or less,Orange
2018,124,06083,Advanced degree,Santa Barbara
2018,14,06099,Advanced degree,Stanislaus
2018,77,06059,High school or less,Orange
2018,35,06037,Advanced degree,Los Angeles
2018,16,06065,Bachelor's degree,Riverside
2018,103,06000,High school or less,
2018,83,06037,Bachelor's degree,Los Angeles
2018,8,06059,High school or less,Orange
2018,12,06037,,Los Angeles
2018,57,06081,Bachelor's degree,San Mateo
2018,126,06077,High school or less,San Joaquin
2018,34,06041,High school or less,Marin
2018,14,06037,Bachelor's degree,Los Angeles
2018,77,06073,,San Diego
2018,87,06073,High school or less,San Diego
2018,81,06085,Bachelor's degree,Santa Clara
2018,63,06077,,San Joaquin
2018,17,06037,Bachelor's degree,Los Angeles
2018,65,06073,,San Diego
2018,33,06000,,
2018,25,06089,Bachelor's degree,Shasta
2018,28,06077,,San Joaquin
2018,73,06059,High school or less,Orange
2018,62,06019,High school or less,Fresno
2018,52,06073,High school or less,San Diego
2018,28,06019,High school or less,Fresno
2018,19,06085,High school or less,Santa Clara
2018,12,06025,Bachelor's degree,Imperial
2018,8,06037,Advanced degree,Los Angeles
2018,91,06037,Advanced degree,Los Angeles
2018,109,06037,,Los Angeles
2018,3,06037,,Los Angeles
2018,80,06071,,San Bernardino
2018,84,06041,High school or less,Marin
2018,17,06059,,Orange
2018,37,06037,Bachelor's degree,Los Angeles
2018,28,06037,Bachelor's degree,Los Angeles
2018,40,06037,Bachelor's degree,Los Angeles
2018,20,06037,Advanced degree,Los Angeles
2018,143,06077,,San Joaquin
2018,6,06025,High school or less,Imperial
2018,79,06037,Bachelor's degree,Los Angeles
2018,126,06071,,San Bernardino
2018,58,06073,Bachelor's degree,San Diego
2018,26,06089,High school or less,Shasta
2018,59,06037,Advanced degree,Los Angeles
2018,120,06077,High school or less,San Joaquin
2018,47,06073,,San Diego
2018,3,06037,Bachelor's degree,Los Angeles
2018,20,06037,,Los Angeles
2018,53,06081,High school or less,San Mateo
2018,22,06037,Advanced degree,Los Angeles
2018,13,06025,High school or less,Imperial
2018,10,06037,High school or less,Los Angeles
2018,26,06059,Bachelor's degree,Orange
2018,71,06029,High school or less,Kern
2018,95,06085,Bachelor's degree,Santa Clara
2018,41,06037,High school or less,Los Angeles
2018,80,06073,,San Diego
2018,81,06037,High school or less,Los Angeles
2018,12,06013,,Contra Costa
2018,63,06077,High school or less,San Joaquin
2018,90,06085,Bachelor's degree,Santa Clara
2018,33,06000,High school or less,
2018,41,06097,High school or less,Sonoma
2018,3,06000,High school or less,
2018,22,06111,High school or less,Ventura
2018,48,06073,,San Diego
2018,76,06071,Advanced degree,San Bernardino
2018,34,06037,High school or less,Los Angeles
2018,93,06107,High school or less,Tulare
2018,314,06029,Bachelor's degree,Kern
2018,100,06037,High school or less,Los Angeles
2018,82,06037,High school or less,Los Angeles
2018,121,06001,High school or less,Alameda
2018,176,06037,Bachelor's degree,Los Angeles
2018,79,06073,Advanced degree,San Diego
2018,105,06073,Advanced degree,San Diego
2018,105,06073,Bachelor's degree,San Diego
2018,46,06001,High school or less,Alameda
2018,45,06047,High school or less,Merced
2018,145,06059,Advanced degree,Orange
2018,123,06059,Advanced degree,Orange
2018,94,06041,Bachelor's degree,Marin
2018,44,06013,Advanced degree,Contra Costa
2018,61,06013,,Contra Costa
2018,87,06013,Advanced degree,Contra Costa
2018,146,06001,Advanced degree,Alameda
2018,119,06037,Advanced degree,Los Angeles
2018,76,06073,,San Diego
2018,74,06037,High school or less,Los Angeles
2018,60,06075,High school or less,San Francisco
2018,127,06000,,
2018,168,06073,,San Diego
2018,76,06059,Advanced degree,Orange
2018,41,06037,,Los Angeles
2018,79,06067,,Sacramento
2018,76,06067,,Sacramento
2018,107,06085,Advanced degree,Santa Clara
2018,153,06085,Advanced degree,Santa Clara
2018,137,06085,Advanced degree,Santa Clara
2018,146,06059,High school or less,Orange
2018,55,06037,Bachelor's degree,Los Angeles
2018,303,06037,High school or less,Los Angeles
2018,167,06085,Advanced degree,Santa Clara
2018,77,06001,Advanced degree,Alameda
2018,66,06001,Advanced degree,Alameda
2018,64,06059,Bachelor's degree,Orange
2018,122,06000,,
2018,319,06000,Bachelor's degree,
2018,83,06075,High school or less,San Francisco
2018,78,06075,High school or less,San Francisco
2018,73,06073,,San Diego
2018,75,06037,High school or less,Los Angeles
2018,68,06085,High school or less,Santa Clara
2018,78,06037,Bachelor's degree,Los Angeles
2018,74,06059,Advanced degree,Orange
2018,78,06059,Bachelor's degree,Orange
2018,389,06077,Bachelor's degree,San Joaquin
2018,120,06037,Bachelor's degree,Los Angeles
2018,126,06037,Bachelor's degree,Los Angeles
2018,82,06000,High school or less,
2018,67,06059,High school or less,Orange
2018,156,06037,Advanced degree,Los Angeles
2018,193,06037,Advanced degree,Los Angeles
2018,90,06085,Bachelor's degree,Santa Clara
2018,94,06085,Advanced degree,Santa Clara
2018,80,06067,Bachelor's degree,Sacramento
2018,140,06059,Advanced degree,Orange
2018,166,06059,Bachelor's degree,Orange
2018,122,06000,High school or less,
2018,68,06067,Bachelor's degree,Sacramento
2018,145,06037,Advanced degree,Los Angeles
2018,168,06037,Bachelor's degree,Los Angeles
2018,105,06037,Bachelor's degree,Los Angeles
2018,142,06073,Bachelor's degree,San Diego
2018,140,06037,Advanced degree,Los Angeles
2018,131,06037,Bachelor's degree,Los Angeles
2018,91,06001,Advanced degree,Alameda
2018,64,06001,Advanced degree,Alameda
2018,155,06001,Advanced degree,Alameda
2018,172,06059,Advanced degree,Orange
2018,174,06059,Advanced degree,Orange
2018,307,06047,High school or less,Merced
2018,82,06085,,Santa Clara
2018,96,06065,High school or less,Riverside
2018,70,06099,High school or less,Stanislaus
2018,83,06037,High school or less,Los Angeles
2018,70,06001,Bachelor's degree,Alameda
2018,65,06073,High school or less,San Diego
2018,56,06037,Bachelor's degree,Los Angeles
2018,84,06037,Bachelor's degree,Los Angeles
2018,73,06001,Bachelor's degree,Alameda
2018,58,06037,High school or less,Los Angeles
2018,90,06037,,Los Angeles
2018,75,06037,High school or less,Los Angeles
2018,109,06037,High school or less,Los Angeles
2018,217,06073,,San Diego
2018,56,06085,Advanced degree,Santa Clara
2018,83,06085,Advanced degree,Santa Clara
2018,48,06077,Bachelor's degree,San Joaquin
2018,54,06077,Bachelor's degree,San Joaquin
